sentiment,text
1,αποδεσμευτηκαν επιτελους εκατ ευρω διανομη πνευματικων δικαιωματων μπλοκαρει eurobank μοιραστουν δικαιουχους συνθετες στιχουργους
0,δεν ισχυρος κωδικος εβαλα εγραψε εφαρμογη γιουρομπανκ μπαινω λεπτα τσεκαρω εκλεψε κανεις δεν μπορεσω παρω τσιχλες
0,αλφα μπανκ μπορω εξυπηρετησω θελω μπλοκαρετε καρτα κλεψανε κυριε οχι πηρε γυναικα παει ψωνια
2,νεα στρατηγικη συνεργασια eurobank aegean
0,αλφα μπανκ μπορω εξυπηρετησω θελω μπλοκαρετε καρτα κλεψανε κυριε οχι πηρε γυναικα παει ψωνια
0,απαιτω αυξηση κυνηγαν εταιρειες κυνηγαν δεη cosmote alpha bank
1,alpha bank πλειστηριασμοι σωστο ταξικο υποβαθρο
2,τραπεζα πειραιως τρια δισ ευρω νες xa0χρηματοδοτησεις
0,eurobank ετοιμαζεται βγαλει σφυρι πακετα κοκκινων δανειων υψους δις ευρω κοκκινα δανεια
0,εστειλε μηνυμα eurobank αγαπαει
1,eurobank τρολαρει φαγαμε κατιτις παραπανω παρακαλειστε εισελθετε λει μνμ εισοδο κακια
2,χρησιμα τραπεζα πειραιως στηριζει επενδυτικα σχεδια αγροτων
2,τραπεζα πειραιως ενισχυεται βρισκεται ευρω ογκο εκατ τεμαχια αποτιμηση δισ ευρω
1,σχολιασω δεν μπορω κλιμα εκφοβισμου συριζα eurobank προγραμμα εθελουσιας εξοδου
0,eurobank καθαρα κερδη εκατ ευρω πρωτο τριμηνο
0,πωληση amoeba σχεδιαζει τραπεζα xa0 πειραιως
0,συγκινημενος ανακοινωσε αποχωρηση eurobank νικος καραμουζης
0,αναληψη ευθυνης επαναστατικους πυρηνες δρασης fai irf γκαζακια τραπεζα πειραιως
0,τραπεζα πειραιως μπονους μισθους εθελουσια εξοδο πληρωσει μαλακες
2,διπλη διεθνης διακριση τραπεζα πειραιως yellow
0,τραπεζα πειραιως πωληση ακινητα συνολικο τιμημα εκατ
2,προθεσμιακη καταθεση δωρεαν ασφαλιση ζωης αποταμιευτη προσφερει πρωτη φορα ελληνικη αγορα alpha bank συνεργασια axa
1,τραπεζα δεσμευει διατροφη προστασια ματ μητερα τριων ανηλικων παιδιων τραπεζα πειραιως μαρτιου νεμεας χαριλαου δεσμευσε διατροφη συντονισμος συλλογικοτητων θεσσαλονικης βρηκε χθες μεσημερι διμοιρια ματ
0,κωλοσφιξιμο σκαι απογινουν 10εκ δανειων καλογριτσα τραπεζα αττικης ακουσει αγχωνονται τετραπλασια θαλασσοδανεια πασοκ λεγομενες συστημικες τραπεζες
1,διαμαρτυρια κατα πλειστηριασμων καταστημα eurobank κοραη
2,τραπεζα πειραιως στηριζει παραγωγους ξανθης δειτε περισσοτερα
0,κυρ γιωργο μπλοκαρε γιουρομπανκ κανε ξυπναω βλεπω μαζι πεθερα
2,τραπεζα πειραιως μπαινω σαιτ γιουρομπανκ αλητισσα ναι
2,τραπεζα πειραιως μπαινω σαιτ γιουρομπανκ αλητισσα ναι
1,κλιμα εκφοβισμου συριζα eurobank προγραμμα εθελουσιας εξοδου
0,αυξηση μεριδιου αγορας επιδιωκει eurobank σερβιας
0,eurobank δινει μπονους μισθους εθελουσια αποχωρηση
0,δρομος ανατροπης κοπωσης χρηματιστηριο ομολογα
2,στηριξη νεοφυους επιχειρηματικοτητας στοχος συνεργασιας eurobank ryerson university
2,πακετο ενεργειας φυσικου αεριου ηλεκτρικου ρευματος δινει πολλα kαι οικονομικο ηλεκτρικο ρευμα δωρεαν ασφαλιση περιεχομενου δωρεαν τεχνικη βοηθεια μεγαλυτερη επιβραβευση προγραμμα bonus alpha bank
2,ολοκληρωθηκε ημερα εθελοντισμου alpha bank
0,αλφα μπανκ μπορω εξυπηρετησω θελω μπλοκαρετε καρτα κλεψανε κυριε οχι πηρε γυναικα παει ψωνια
1,δανειο χορηγησε τραπεζα πειραιως σακη ρουβα δεσμευμενοι λογαριασμοι απετυχε προηγουμενο επιχειρηματικο βημα
1,περιπτωση attica bank xa0οπου τσμεδε ταμεια δεκο υποδειξη κυβερνησης συριζανελ συμμετειχαν αυξηση κεφαλαιου σημερα μετοχοι attica bank μετρουν ζημιες κοντα εκατ ευρω
1,alpha bank δεν τραπεζα φωτοτυπαδικο ευρω εσοδα φωτοτυπιων
2,τραπεζα πειραιως στηριζει μικρομεσαιες επιχειρησεις
0,attica bank διαμορφωθηκε ποσοστο εφκα αμκ
0,θελω βοηθησω πληγεντες προσφεροντας χρηματα δημος ραφηνας πικερμιου ανακοινωσε δημιουργια ειδικου τραπεζικου λογαριασμου συνεργασια τραπεζα πειραιως πειραιως αριθμος λογαριασμου ιβαν gr20
1,banking κανω συναλλαγη πληρωσω προμηθειες πληρωμης προμηθειες εμβασματος χρεωση μηνυματος κωδικου ψοφα
1,eurobank τρολαρει φαγαμε κατιτις παραπανω παρακαλειστε εισελθετε λει μνμ εισοδο κακια
0,αποχωρει καραμουζης προεδρια eurobank
0,κυρ γιωργο μπλοκαρε γιουρομπανκ κανε ξυπναω βλεπω μαζι πεθερα
0,συμβαινει λει συμβαινει μπορω μπω winbank κωδικο τουιτερ συμβαινει
2,eurobank ryerson university υπεγραψαν μνημονιο συνεργασιας ενισχυση νεανικης επιχειρηματικοτητας
0,κυρ γιωργο μπλοκαρε γιουρομπανκ κανε ξυπναω βλεπω μαζι πεθερα
1,αθλιοτητα alpha bank εκπλειστηριασε πρωτη κατοικια ανεργου ανηλικα
0,αλφα μπανκ μπορω εξυπηρετησω θελω μπλοκαρετε καρτα κλεψανε κυριε οχι πηρε γυναικα παει ψωνια
2,τραπεζα πειραιως μπαινω σαιτ γιουρομπανκ αλητισσα ναι
0,αλφα μπανκ μπορω εξυπηρετησω θελω μπλοκαρετε καρτα κλεψανε κυριε οχι πηρε γυναικα παει ψωνια
